participant,participant_age,Image_ID,Image_actual_age,Image_age,Image_emotion,age_resp,age_resp_rt
20,54,O_08M,65,old,angry,58,17.563025
20,54,O_28F,64,old,angry,75,12.429495
20,54,O_64M,65,old,neutral,63,12.915025
20,54,O_65M,65,old,neutral,68,28.426785
20,54,Y_15M,20,young,angry,28,9.882455
20,54,O_29F,63,old,angry,70,15.26366
20,54,Y_17F,33,young,angry,25,36.177535
20,54,Y_75M,30,young,neutral,43,11.011895
20,54,Y_46M,18,young,happy,34,12.44354
20,54,O_42M,75,old,happy,78,20.19335
20,54,O_21M,65,old,happy,68,21.82878
20,54,O_71M,65,old,neutral,75,8.342505
20,54,O_56F,65,old,neutral,64,8.798575
20,54,Y_66F,26,young,happy,25,10.94319
20,54,O_43F,62,old,happy,70,16.614275
20,54,O_50M,65,old,happy,68,18.44443
20,54,O_47F,60,old,neutral,48,10.45906
20,54,O_10F,60,old,angry,53,8.24559
20,54,Y_69F,28,young,neutral,22,30.492235
20,54,O_67M,61,old,neutral,65,6.96249
20,54,O_48F,65,old,neutral,70,47.22543
20,54,Y_38F,24,young,angry,26,23.77612
20,54,Y_6F,23,young,neutral,30,8.79647
20,54,O_15M,69,old,angry,68,28.041045
20,54,O_58M,64,old,happy,44,7.97912
20,54,Y_71F,20,young,neutral,19,9.994645
20,54,O_17M,69,old,angry,58,9.442345
20,54,Y_54M,26,young,happy,26,21.14376
20,54,Y_57M,23,young,neutral,26,15.59294
20,54,O_23F,66,old,angry,70,6.047005
20,54,Y_4F,19,young,happy,36,14.195315
25,53,O_56F,65,old,neutral,70,25.50194
25,53,Y_1M,19,young,angry,23,23.47644
25,53,Y_69F,28,young,neutral,30,21.942395
25,53,O_71M,65,old,neutral,78,15.927345
25,53,Y_38F,24,young,angry,24,12.060875
25,53,Y_58M,22,young,neutral,21,5.7138
25,53,Y_4F,19,young,happy,41,25.042235
25,53,Y_54M,26,young,happy,38,9.77806
25,53,O_28F,64,old,angry,68,13.56227
25,53,Y_12F,18,young,angry,32,21.11012
25,53,O_21M,65,old,happy,70,6.66004
25,53,Y_40F,28,young,happy,27,11.0272
25,53,O_23F,66,old,angry,75,16.143275
25,53,O_15M,69,old,angry,67,21.178575
25,53,O_67M,61,old,neutral,62,13.478165
25,53,Y_11M,20,young,angry,31,12.377035
25,53,O_34F,65,old,happy,58,15.01025
25,53,O_38F,65,old,happy,60,14.27723
25,53,O_10F,60,old,angry,55,17.976425
25,53,O_29F,63,old,angry,62,9.22708
25,53,Y_17F,33,young,angry,28,6.92857
25,53,Y_27M,23,young,angry,38,8.82804
25,53,O_08M,65,old,angry,62,12.96208
25,53,Y_6F,23,young,neutral,28,8.061575
25,53,Y_72F,25,young,neutral,38,4.228035
25,53,O_58M,64,old,happy,60,6.92826
25,53,O_17M,69,old,angry,70,8.69363
25,53,Y_71F,20,young,neutral,34,15.327475
25,53,Y_57M,23,young,neutral,33,6.58159
25,53,O_64M,65,old,neutral,56,9.1287
25,53,Y_48F,23,young,happy,32,6.894285
25,53,O_48F,65,old,neutral,64,10.39463
25,53,Y_55M,24,young,neutral,29,11.293195
25,53,Y_30M,25,young,happy,39,7.11258
25,53,Y_75M,30,young,neutral,43,8.3844
25,53,O_47F,60,old,neutral,58,7.581
25,53,O_20M,65,old,angry,68,16.07761
25,53,Y_66F,26,young,happy,38,9.88041
25,53,O_42M,75,old,happy,76,5.929575
25,53,O_65M,65,old,neutral,73,16.559685
25,53,Y_14F,21,young,angry,29,8.46218
25,53,O_53F,64,old,neutral,58,15.044225
25,53,O_50M,65,old,happy,64,11.8349
25,53,O_43F,62,old,happy,68,28.51697
25,53,Y_46M,18,young,happy,39,7.2975
25,53,Y_28M,20,young,happy,23,13.0692
25,53,Y_15M,20,young,angry,42,20.31422
25,53,O_40F,61,old,happy,65,43.423535
26,59,O_15M,69,old,angry,85,5.621345
26,59,Y_71F,20,young,neutral,40,11.050005
26,59,Y_55M,24,young,neutral,35,5.56827
26,59,O_65M,65,old,neutral,75,4.21836
26,59,O_20M,65,old,angry,76,5.166065
26,59,O_58M,64,old,happy,60,4.15179
26,59,O_40F,61,old,happy,65,4.04918
26,59,O_64M,65,old,neutral,70,5.76808
26,59,O_56F,65,old,neutral,65,5.51644
26,59,Y_66F,26,young,happy,25,6.93535
26,59,Y_15M,20,young,angry,30,5.32858
26,59,Y_48F,23,young,happy,28,3.73842
26,59,O_34F,65,old,happy,62,9.24392
26,59,Y_54M,26,young,happy,37,8.184635
26,59,O_43F,62,old,happy,68,8.834925
26,59,O_08M,65,old,angry,63,19.77855
26,59,Y_57M,23,young,neutral,25,13.782165
26,59,Y_6F,23,young,neutral,26,13.199255
26,59,O_29F,63,old,angry,60,10.772745
26,59,O_17M,69,old,angry,75,7.20048
26,59,Y_27M,23,young,angry,35,3.467455
26,59,Y_40F,28,young,happy,30,8.951455
26,59,Y_4F,19,young,happy,45,4.286945
26,59,Y_17F,33,young,angry,55,4.336135
26,59,O_23F,66,old,angry,70,7.300895
26,59,Y_38F,24,young,angry,28,18.096675
26,59,O_21M,65,old,happy,74,13.12051
26,59,O_47F,60,old,neutral,68,7.701385
26,59,O_28F,64,old,angry,80,16.20163
26,59,O_38F,65,old,happy,66,17.09732
26,59,Y_14F,21,young,angry,25,10.482255
26,59,Y_30M,25,young,happy,50,5.55423
26,59,O_48F,65,old,neutral,78,8.406475
26,59,O_42M,75,old,happy,82,46.746355
26,59,O_50M,65,old,happy,75,8.418265
26,59,Y_12F,18,young,angry,35,12.497885
26,59,O_10F,60,old,angry,55,4.486375
26,59,Y_28M,20,young,happy,39,4.851135
26,59,O_53F,64,old,neutral,60,6.282365
26,59,Y_69F,28,young,neutral,32,5.30467
26,59,Y_1M,19,young,angry,28,5.533705
26,59,O_67M,61,old,neutral,80,6.169785
26,59,Y_75M,30,young,neutral,57,6.985915
26,59,Y_11M,20,young,angry,45,4.33607
26,59,O_71M,65,old,neutral,67,7.21688
26,59,Y_58M,22,young,neutral,26,11.319415
26,59,Y_72F,25,young,neutral,47,10.921435
26,59,Y_46M,18,young,happy,58,7.783205
28,49,Y_1M,19,young,angry,32,45.89
28,49,O_71M,65,old,neutral,70,16.345
28,49,O_20M,65,old,angry,56,21.646
28,49,O_50M,65,old,happy,45,13.305
28,49,O_43F,62,old,happy,56,21.629
28,49,Y_75M,30,young,neutral,28,12.445
28,49,Y_55M,24,young,neutral,26,23.19
28,49,O_17M,69,old,angry,65,16.371
28,49,Y_46M,18,young,happy,30,20.911
28,49,Y_54M,26,young,happy,28,11.114
28,49,Y_4F,19,young,happy,32,12.953
28,49,Y_38F,24,young,angry,30,13.075
28,49,Y_40F,28,young,happy,32,16.156
28,49,Y_14F,21,young,angry,30,19.784
28,49,O_58M,64,old,happy,49,16.119
28,49,Y_11M,20,young,angry,26,17.582
28,49,Y_69F,28,young,neutral,27,14.796
28,49,O_29F,63,old,angry,50,18.828
28,49,O_15M,69,old,angry,65,10.986
28,49,O_23F,66,old,angry,62,19.124
28,49,O_47F,60,old,neutral,48,23.628
28,49,Y_57M,23,young,neutral,30,17.713
28,49,O_28F,64,old,angry,72,20.419
28,49,O_56F,65,old,neutral,59,15.765
28,49,Y_17F,33,young,angry,30,11.576
28,49,O_10F,60,old,angry,45,13.844
28,49,O_34F,65,old,happy,48,22.387
28,49,O_21M,65,old,happy,62,13.707
28,49,O_64M,65,old,neutral,58,18.284
28,49,O_38F,65,old,happy,53,15.675
28,49,O_53F,64,old,neutral,50,12.515
28,49,O_08M,65,old,angry,58,12.352
28,49,Y_27M,23,young,angry,30,18.667
28,49,Y_12F,18,young,angry,35,15.924
28,49,Y_30M,25,young,happy,30,17.996
28,49,Y_48F,23,young,happy,30,19.074
28,49,O_65M,65,old,neutral,65,12.608
28,49,O_42M,75,old,happy,76,13.99
28,49,Y_28M,20,young,happy,22,16.556
28,49,Y_15M,20,young,angry,30,18.171
28,49,Y_71F,20,young,neutral,30,23.946
28,49,Y_6F,23,young,neutral,28,10.743
28,49,Y_58M,22,young,neutral,30,15.171
28,49,O_67M,61,old,neutral,58,24.508
28,49,O_48F,65,old,neutral,62,11.295
28,49,Y_72F,25,young,neutral,32,13.748
28,49,Y_66F,26,young,happy,28,22.355
28,49,O_40F,61,old,happy,50,26.487
2,61,Y_71F,20,young,neutral,25,3.646895
2,61,O_58M,64,old,happy,40,4.09221
2,61,O_65M,65,old,neutral,67,3.90951
2,61,O_53F,64,old,neutral,45,3.795905
2,61,O_64M,65,old,neutral,62,3.96394
2,61,Y_14F,21,young,angry,21,3.87828
2,61,Y_46M,18,young,happy,23,2.26466
2,61,Y_75M,30,young,neutral,28,4.56122
2,61,O_08M,65,old,angry,59,4.928665
2,61,O_23F,66,old,angry,63,4.429315
2,61,O_71M,65,old,neutral,65,3.661715
2,61,O_38F,65,old,happy,50,4.67811
2,61,Y_17F,33,young,angry,26,4.261405
2,61,O_28F,64,old,angry,66,6.54111
2,61,Y_55M,24,young,neutral,25,4.55322
2,61,O_29F,63,old,angry,45,2.40505
2,61,O_47F,60,old,neutral,43,6.90467
2,61,O_17M,69,old,angry,48,5.027215
2,61,Y_27M,23,young,angry,24,5.66988
2,61,O_48F,65,old,neutral,61,10.294235
2,61,Y_48F,23,young,happy,27,5.2798
2,61,Y_30M,25,young,happy,29,7.162255
2,61,O_20M,65,old,angry,65,4.011885
2,61,Y_38F,24,young,angry,29,11.429885
2,61,Y_54M,26,young,happy,30,4.24582
2,61,Y_4F,19,young,happy,32,3.91466
2,61,Y_58M,22,young,neutral,25,3.257925
2,61,Y_69F,28,young,neutral,24,3.62991
2,61,Y_40F,28,young,happy,33,5.14754
2,61,O_67M,61,old,neutral,67,5.779575
2,61,Y_57M,23,young,neutral,27,3.945485
2,61,Y_28M,20,young,happy,23,3.6138
2,61,Y_11M,20,young,angry,20,5.029145
2,61,Y_66F,26,young,happy,28,4.02944
2,61,Y_15M,20,young,angry,27,3.87833
2,61,O_34F,65,old,happy,60,5.146835
2,61,Y_12F,18,young,angry,21,3.326355
2,61,O_42M,75,old,happy,70,2.928525
2,61,Y_72F,25,young,neutral,24,3.096065
2,61,Y_6F,23,young,neutral,27,3.663765
2,61,O_43F,62,old,happy,65,4.73078
2,61,O_56F,65,old,neutral,67,3.110875
2,61,O_10F,60,old,angry,54,3.529385
2,61,Y_1M,19,young,angry,21,2.462975
2,61,O_40F,61,old,happy,46,4.593045
2,61,O_15M,69,old,angry,69,2.795455
2,61,O_50M,65,old,happy,69,2.6131
2,61,O_21M,65,old,happy,67,4.94578
30,50,Y_1M,19,young,angry,24,15.634135
30,50,Y_27M,23,young,angry,30,7.66647
30,50,Y_30M,25,young,happy,35,13.990625
30,50,O_50M,65,old,happy,55,6.69662
30,50,Y_75M,30,young,neutral,28,10.56059
30,50,O_43F,62,old,happy,55,13.34026
30,50,O_53F,64,old,neutral,50,9.10373
30,50,Y_69F,28,young,neutral,26,5.56264
30,50,Y_14F,21,young,angry,23,4.67296
30,50,O_10F,60,old,angry,55,13.4166
30,50,O_56F,65,old,neutral,60,12.420195
30,50,O_71M,65,old,neutral,65,5.711115
30,50,O_23F,66,old,angry,60,8.019455
30,50,Y_6F,23,young,neutral,22,8.625
30,50,Y_12F,18,young,angry,26,6.393625
30,50,O_42M,75,old,happy,78,7.150495
30,50,O_34F,65,old,happy,52,6.96724
30,50,Y_28M,20,young,happy,29,5.968395
30,50,O_21M,65,old,happy,60,6.22606
30,50,Y_4F,19,young,happy,30,7.77337
30,50,O_47F,60,old,neutral,50,7.60389
30,50,O_28F,64,old,angry,65,13.822155
30,50,O_65M,65,old,neutral,65,5.39348
30,50,O_15M,69,old,angry,60,7.250245
30,50,Y_58M,22,young,neutral,20,8.44187
30,50,Y_71F,20,young,neutral,35,6.417935
30,50,Y_38F,24,young,angry,27,4.411975
30,50,Y_54M,26,young,happy,30,7.07731
30,50,O_40F,61,old,happy,60,15.90364
30,50,O_20M,65,old,angry,62,12.932435
30,50,O_58M,64,old,happy,55,7.060225
30,50,Y_40F,28,young,happy,28,7.335325
30,50,Y_57M,23,young,neutral,30,13.023015
30,50,Y_11M,20,young,angry,31,16.149345
30,50,Y_17F,33,young,angry,27,7.38641
30,50,O_08M,65,old,angry,50,9.513695
30,50,O_38F,65,old,happy,56,7.80028
30,50,O_67M,61,old,neutral,56,9.534085
30,50,Y_15M,20,young,angry,35,7.2311
30,50,Y_66F,26,young,happy,30,7.401645
30,50,O_17M,69,old,angry,60,10.468575
30,50,Y_46M,18,young,happy,38,16.63153
30,50,Y_55M,24,young,neutral,29,5.82986
30,50,O_29F,63,old,angry,50,5.692515
30,50,O_48F,65,old,neutral,50,3.61291
30,50,O_64M,65,old,neutral,60,17.987605
30,50,Y_48F,23,young,happy,22,8.624645
30,50,Y_72F,25,young,neutral,35,11.101635
31,51,O_42M,75,old,happy,66,4.70922
31,51,Y_38F,24,young,angry,28,4.763815
31,51,O_50M,65,old,happy,65,6.08274
31,51,O_20M,65,old,angry,59,4.549595
31,51,Y_57M,23,young,neutral,28,5.66471
31,51,O_28F,64,old,angry,60,5.500415
31,51,O_10F,60,old,angry,55,3.797115
31,51,Y_12F,18,young,angry,29,6.728825
31,51,O_71M,65,old,neutral,68,4.28067
31,51,Y_30M,25,young,happy,32,4.16009
31,51,Y_66F,26,young,happy,30,3.86468
31,51,Y_71F,20,young,neutral,31,3.59969
31,51,O_29F,63,old,angry,60,7.679945
31,51,Y_15M,20,young,angry,34,4.13141
31,51,Y_1M,19,young,angry,22,5.84542
31,51,Y_54M,26,young,happy,25,3.664615
31,51,Y_14F,21,young,angry,29,5.366595
31,51,O_53F,64,old,neutral,60,8.379975
31,51,O_56F,65,old,neutral,58,3.596585
31,51,O_38F,65,old,happy,60,3.380885
31,51,O_64M,65,old,neutral,65,4.88079
31,51,O_58M,64,old,happy,65,2.316475
31,51,Y_17F,33,young,angry,23,5.9663
31,51,Y_40F,28,young,happy,26,6.366785
31,51,Y_46M,18,young,happy,25,4.360835
31,51,Y_48F,23,young,happy,28,5.89974
31,51,Y_69F,28,young,neutral,34,4.631795
31,51,Y_75M,30,young,neutral,32,4.746365
31,51,Y_55M,24,young,neutral,23,6.846185
31,51,O_48F,65,old,neutral,68,4.280555
31,51,Y_72F,25,young,neutral,28,7.016545
31,51,O_17M,69,old,angry,65,3.778115
31,51,Y_27M,23,young,angry,33,3.91321
31,51,O_23F,66,old,angry,68,3.395785
31,51,O_21M,65,old,happy,69,3.846815
31,51,Y_58M,22,young,neutral,27,5.283635
31,51,O_65M,65,old,neutral,67,4.576905
31,51,O_47F,60,old,neutral,61,7.232765
31,51,O_43F,62,old,happy,61,4.231375
31,51,O_67M,61,old,neutral,65,2.81822
31,51,Y_6F,23,young,neutral,22,5.34604
31,51,Y_28M,20,young,happy,25,3.04433
31,51,O_40F,61,old,happy,58,4.400175
31,51,Y_4F,19,young,happy,50,7.514365
31,51,O_15M,69,old,angry,60,5.149805
31,51,O_08M,65,old,angry,65,7.00988
31,51,Y_11M,20,young,angry,25,7.748465
31,51,O_34F,65,old,happy,68,6.379575
32,50,O_42M,75,old,happy,75,25.189045
32,50,Y_17F,33,young,angry,30,9.46282
32,50,Y_46M,18,young,happy,36,12.24555
32,50,O_28F,64,old,angry,68,11.731995
32,50,O_08M,65,old,angry,58,8.79608
32,50,O_40F,61,old,happy,55,10.412925
32,50,Y_75M,30,young,neutral,45,10.253175
32,50,O_56F,65,old,neutral,63,8.245565
32,50,O_10F,60,old,angry,58,6.346875
32,50,O_53F,64,old,neutral,54,8.128595
32,50,Y_12F,18,young,angry,34,8.045755
32,50,Y_30M,25,young,happy,28,8.64711
32,50,Y_55M,24,young,neutral,23,10.829045
32,50,O_29F,63,old,angry,65,6.42991
32,50,Y_66F,26,young,happy,31,6.614545
32,50,O_38F,65,old,happy,62,10.444915
32,50,Y_27M,23,young,angry,28,5.68013
32,50,Y_69F,28,young,neutral,29,9.63043
32,50,O_21M,65,old,happy,67,8.812815
32,50,O_64M,65,old,neutral,70,10.06238
32,50,O_71M,65,old,neutral,80,9.363
32,50,O_50M,65,old,happy,58,10.646175
32,50,O_15M,69,old,angry,67,10.812485
32,50,Y_4F,19,young,happy,24,8.063855
32,50,Y_71F,20,young,neutral,23,17.427175
32,50,Y_1M,19,young,angry,20,5.446015
32,50,Y_54M,26,young,happy,30,6.51417
32,50,O_34F,65,old,happy,65,4.163745
32,50,O_48F,65,old,neutral,65,4.797565
32,50,O_17M,69,old,angry,60,3.929965
32,50,O_23F,66,old,angry,65,5.646455
32,50,O_47F,60,old,neutral,50,6.46456
32,50,O_20M,65,old,angry,63,7.363275
32,50,Y_48F,23,young,happy,20,5.46372
32,50,Y_14F,21,young,angry,19,5.046695
32,50,Y_57M,23,young,neutral,21,7.612925
32,50,Y_72F,25,young,neutral,35,5.413545
32,50,O_67M,61,old,neutral,60,6.980435
32,50,O_58M,64,old,happy,54,4.846395
32,50,O_43F,62,old,happy,53,5.1638
32,50,O_65M,65,old,neutral,61,5.230885
32,50,Y_58M,22,young,neutral,18,4.413715
32,50,Y_15M,20,young,angry,28,4.130685
32,50,Y_6F,23,young,neutral,18,5.88042
32,50,Y_28M,20,young,happy,24,5.046925
32,50,Y_11M,20,young,angry,26,4.179915
32,50,Y_40F,28,young,happy,28,4.46454
32,50,Y_38F,24,young,angry,29,6.04701
33,55,O_43F,62,old,happy,55,11.540705
33,55,O_23F,66,old,angry,58,5.1817
33,55,O_17M,69,old,angry,60,5.127575
33,55,Y_72F,25,young,neutral,30,5.09663
33,55,Y_14F,21,young,angry,18,6.228055
33,55,O_28F,64,old,angry,60,5.479455
33,55,O_56F,65,old,neutral,45,3.859365
33,55,Y_6F,23,young,neutral,18,4.178645
33,55,Y_66F,26,young,happy,18,4.84608
33,55,Y_1M,19,young,angry,25,4.69591
33,55,Y_15M,20,young,angry,28,5.8788
33,55,O_58M,64,old,happy,60,6.19433
33,55,O_15M,69,old,angry,62,4.82771
33,55,Y_75M,30,young,neutral,32,6.228575
33,55,O_34F,65,old,happy,55,3.91167
33,55,O_53F,64,old,neutral,50,4.545785
33,55,O_40F,61,old,happy,58,6.17867
33,55,O_42M,75,old,happy,75,4.809405
33,55,Y_30M,25,young,happy,30,4.096185
33,55,Y_4F,19,young,happy,32,4.313025
33,55,Y_12F,18,young,angry,30,6.178965
33,55,O_10F,60,old,angry,50,5.109285
33,55,O_64M,65,old,neutral,65,4.84555
33,55,Y_11M,20,young,angry,20,6.261345
33,55,Y_40F,28,young,happy,20,5.87608
33,55,Y_27M,23,young,angry,22,6.26234
33,55,O_47F,60,old,neutral,45,3.929575
33,55,Y_38F,24,young,angry,30,4.74834
33,55,Y_17F,33,young,angry,35,4.24449
33,55,O_67M,61,old,neutral,65,3.414955
33,55,Y_57M,23,young,neutral,25,4.83084
33,55,O_65M,65,old,neutral,68,4.245215
33,55,O_38F,65,old,happy,65,3.46462
33,55,O_20M,65,old,angry,62,9.01064
33,55,Y_48F,23,young,happy,25,5.528955
33,55,O_08M,65,old,angry,60,4.462
33,55,O_29F,63,old,angry,50,3.64545
33,55,Y_28M,20,young,happy,23,4.42905
33,55,O_71M,65,old,neutral,65,5.6958
33,55,Y_71F,20,young,neutral,20,5.97879
33,55,O_50M,65,old,happy,65,4.1448
33,55,O_48F,65,old,neutral,55,5.596485
33,55,Y_69F,28,young,neutral,25,4.695165
33,55,Y_46M,18,young,happy,30,6.412385
33,55,O_21M,65,old,happy,68,5.22891
33,55,Y_55M,24,young,neutral,23,4.362265
33,55,Y_58M,22,young,neutral,20,4.511595
33,55,Y_54M,26,young,happy,25,3.825995
34,52,O_50M,65,old,happy,58,3.910325
34,52,O_67M,61,old,neutral,60,3.697195
34,52,O_71M,65,old,neutral,65,4.03052
34,52,Y_69F,28,young,neutral,35,5.547605
34,52,O_20M,65,old,angry,60,4.49651
34,52,O_17M,69,old,angry,60,5.663275
34,52,Y_15M,20,young,angry,28,5.19884
34,52,Y_30M,25,young,happy,26,5.68032
34,52,O_29F,63,old,angry,45,4.097055
34,52,Y_4F,19,young,happy,40,5.647725
34,52,O_42M,75,old,happy,78,3.54663
34,52,Y_72F,25,young,neutral,40,5.41352
34,52,Y_38F,24,young,angry,35,4.931255
34,52,O_23F,66,old,angry,60,4.713075
34,52,Y_75M,30,young,neutral,44,4.880435
34,52,Y_46M,18,young,happy,42,5.696565
34,52,Y_1M,19,young,angry,37,5.845975
34,52,O_56F,65,old,neutral,56,4.23017
34,52,Y_71F,20,young,neutral,30,4.648245
34,52,Y_14F,21,young,angry,26,5.330365
34,52,O_21M,65,old,happy,70,3.279265
34,52,Y_57M,23,young,neutral,28,4.3968
34,52,Y_55M,24,young,neutral,28,5.39686
34,52,Y_27M,23,young,angry,25,4.63016
34,52,O_40F,61,old,happy,40,3.36382
34,52,O_47F,60,old,neutral,50,3.91431
34,52,Y_58M,22,young,neutral,26,5.06223
34,52,O_08M,65,old,angry,60,2.947095
34,52,O_43F,62,old,happy,58,4.23061
34,52,O_10F,60,old,angry,55,6.030475
34,52,O_38F,65,old,happy,58,4.0298
34,52,O_28F,64,old,angry,65,3.866635
34,52,Y_28M,20,young,happy,40,4.314185
34,52,Y_6F,23,young,neutral,25,3.865
34,52,Y_48F,23,young,happy,25,3.881035
34,52,Y_11M,20,young,angry,20,3.814275
34,52,O_48F,65,old,neutral,60,3.88022
34,52,Y_40F,28,young,happy,35,4.21435
34,52,O_64M,65,old,neutral,58,3.49737
34,52,Y_66F,26,young,happy,38,4.797255
34,52,Y_12F,18,young,angry,30,4.196925
34,52,O_53F,64,old,neutral,57,4.763825
34,52,O_65M,65,old,neutral,66,3.94776
34,52,O_15M,69,old,angry,78,2.86469
34,52,Y_54M,26,young,happy,36,5.28072
34,52,O_58M,64,old,happy,40,4.796565
34,52,Y_17F,33,young,angry,35,4.49645
34,52,O_34F,65,old,happy,50,4.464145
35,52,Y_38F,24,young,angry,32,20.9199
35,52,O_29F,63,old,angry,60,9.07945
35,52,Y_69F,28,young,neutral,35,5.847625
35,52,Y_11M,20,young,angry,45,4.614265
35,52,O_48F,65,old,neutral,75,4.63096
35,52,Y_57M,23,young,neutral,20,3.86399
35,52,Y_48F,23,young,happy,27,5.84838
35,52,O_28F,64,old,angry,85,13.06547
35,52,O_53F,64,old,neutral,70,5.371315
35,52,O_50M,65,old,happy,70,3.613925
35,52,O_58M,64,old,happy,73,5.09509
35,52,O_15M,69,old,angry,78,13.278765
35,52,Y_46M,18,young,happy,20,5.514075
35,52,Y_27M,23,young,angry,25,8.03033
35,52,O_10F,60,old,angry,48,4.59729
35,52,Y_75M,30,young,neutral,45,7.28038
35,52,Y_54M,26,young,happy,52,4.180525
35,52,O_20M,65,old,angry,80,7.31335
35,52,O_21M,65,old,happy,75,9.84696
35,52,O_08M,65,old,angry,75,3.597185
35,52,O_71M,65,old,neutral,85,3.2476
35,52,O_67M,61,old,neutral,82,4.71392
35,52,Y_4F,19,young,happy,48,3.89788
35,52,O_40F,61,old,happy,73,4.5309
35,52,Y_30M,25,young,happy,38,7.96365
35,52,O_56F,65,old,neutral,58,5.23052
35,52,Y_28M,20,young,happy,36,11.162785
35,52,Y_17F,33,young,angry,25,9.463065
35,52,O_43F,62,old,happy,57,5.6812
35,52,Y_72F,25,young,neutral,37,8.730415
35,52,O_17M,69,old,angry,68,5.26319
35,52,Y_14F,21,young,angry,31,5.262465
35,52,O_65M,65,old,neutral,78,3.846775
35,52,O_38F,65,old,happy,57,4.36398
35,52,O_34F,65,old,happy,59,5.148175
35,52,Y_55M,24,young,neutral,24,7.88089
35,52,O_42M,75,old,happy,83,20.97853
35,52,Y_15M,20,young,angry,39,7.59753
35,52,Y_12F,18,young,angry,30,17.97887
35,52,Y_58M,22,young,neutral,19,14.01277
35,52,Y_6F,23,young,neutral,19,5.396965
35,52,Y_66F,26,young,happy,21,10.762875
35,52,Y_71F,20,young,neutral,24,7.113885
35,52,O_47F,60,old,neutral,53,12.96305
35,52,Y_40F,28,young,happy,29,7.280325
35,52,O_23F,66,old,angry,68,18.72887
35,52,O_64M,65,old,neutral,77,8.63029
35,52,Y_1M,19,young,angry,28,8.197505
36,52,Y_14F,21,young,angry,26,11.876275
36,52,Y_69F,28,young,neutral,32,5.632165
36,52,Y_72F,25,young,neutral,32,9.02948
36,52,O_38F,65,old,happy,50,5.513585
36,52,O_34F,65,old,happy,50,5.16384
36,52,Y_11M,20,young,angry,28,6.347775
36,52,O_47F,60,old,neutral,55,6.94324
36,52,O_29F,63,old,angry,50,4.580905
36,52,O_08M,65,old,angry,60,5.146475
36,52,Y_55M,24,young,neutral,30,6.23044
36,52,Y_30M,25,young,happy,30,6.515645
36,52,Y_46M,18,young,happy,28,6.34646
36,52,O_43F,62,old,happy,60,9.28629
36,52,O_10F,60,old,angry,55,4.12043
36,52,Y_17F,33,young,angry,25,7.10572
36,52,O_20M,65,old,angry,60,7.413285
36,52,Y_38F,24,young,angry,30,5.81299
36,52,Y_75M,30,young,neutral,42,5.697225
36,52,O_48F,65,old,neutral,70,8.89739
36,52,O_53F,64,old,neutral,55,5.296825
36,52,Y_12F,18,young,angry,30,5.29713
36,52,O_58M,64,old,happy,60,6.130505
36,52,O_28F,64,old,angry,75,9.348965
36,52,Y_27M,23,young,angry,32,5.630595
36,52,Y_28M,20,young,happy,28,4.930695
36,52,Y_54M,26,young,happy,28,5.380505
36,52,Y_48F,23,young,happy,28,6.664695
36,52,O_67M,61,old,neutral,65,4.097465
36,52,O_17M,69,old,angry,60,5.697005
36,52,Y_6F,23,young,neutral,26,11.91287
36,52,O_56F,65,old,neutral,65,4.18093
36,52,O_42M,75,old,happy,70,6.33077
36,52,Y_40F,28,young,happy,35,4.613435
36,52,Y_58M,22,young,neutral,32,4.980215
36,52,Y_4F,19,young,happy,38,8.2466
36,52,O_40F,61,old,happy,55,7.96356
36,52,Y_1M,19,young,angry,26,9.06333
36,52,Y_15M,20,young,angry,26,4.963615
36,52,Y_66F,26,young,happy,20,4.682145
36,52,O_65M,65,old,neutral,75,4.71402
36,52,Y_57M,23,young,neutral,30,6.064065
36,52,O_64M,65,old,neutral,55,4.147935
36,52,O_21M,65,old,happy,60,4.79721
36,52,O_50M,65,old,happy,65,5.26364
36,52,O_15M,69,old,angry,65,4.030355
36,52,Y_71F,20,young,neutral,30,7.413225
36,52,O_71M,65,old,neutral,65,8.3963
36,52,O_23F,66,old,angry,60,5.59648
37,53,Y_14F,21,young,angry,30,9.7893
37,53,Y_54M,26,young,happy,43,11.039455
37,53,Y_55M,24,young,neutral,36,5.856285
37,53,Y_12F,18,young,angry,40,9.90597
37,53,O_43F,62,old,happy,70,5.689305
37,53,O_56F,65,old,neutral,73,8.38685
37,53,O_29F,63,old,angry,71,6.85599
37,53,Y_66F,26,young,happy,35,5.541035
37,53,O_48F,65,old,neutral,80,6.60682
37,53,Y_75M,30,young,neutral,45,8.89014
37,53,O_53F,64,old,neutral,78,5.838635
37,53,Y_71F,20,young,neutral,34,7.372795
37,53,O_67M,61,old,neutral,70,13.42352
37,53,Y_15M,20,young,angry,40,8.190115
37,53,O_17M,69,old,angry,70,11.10652
37,53,Y_28M,20,young,happy,20,6.72178
37,53,O_50M,65,old,happy,70,8.988855
37,53,O_10F,60,old,angry,67,7.223205
37,53,Y_40F,28,young,happy,40,6.257445
37,53,Y_27M,23,young,angry,40,7.19047
37,53,Y_69F,28,young,neutral,42,5.28885
37,53,O_28F,64,old,angry,82,10.32489
37,53,Y_30M,25,young,happy,45,5.240325
37,53,O_64M,65,old,neutral,70,5.523875
37,53,O_65M,65,old,neutral,73,5.23712
37,53,O_47F,60,old,neutral,63,7.689985
37,53,Y_57M,23,young,neutral,35,9.08945
37,53,O_34F,65,old,happy,65,8.155725
